last_name, first_name,player_id,year,p_era,xbadiff,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Mushinski, Parker,656786,2022,3.68,-0.056,L,111,22.5,92.1,2382,1.5,-17.2,15.4,1.2,17.1,79.4,2574,-17.4,-47.3,17.9,1.4,1.8,86.4,1669,16.9,-26.3,20,1.4,32.4,80,2652,-12.2,-59.9,20.5,1.2,,,,,,,,26.1,86.8,2574,-9.6,-31.2,10.9,1.3,,,,,,,,,,,,,,,
Nelson, Nick,656793,2022,4.85,.035,R,1204,42.9,96.3,1969,-6.6,-13.2,17.8,1.1,24.2,89.9,2265,2.2,-30,5.4,2.1,29.3,87.9,1916,-16.1,-28.2,17.9,1.4,3.6,81.9,2231,10.5,-44.2,11.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newcomb, Sean,656794,2022,8.78,.010,L,552,55.1,94.3,2350,5.7,-13.9,17.9,1.2,,,,,,,,1.1,86.7,1317,7.5,-30.2,10.5,1.5,10.5,78.8,2808,-10.3,-60.1,18.6,1.6,0.7,94.2,2481,12.6,-13.5,21.7,1.5,32.6,88.3,2634,-3.5,-30.2,7.1,2,,,,,,,,,,,,,,,
Norwood, James,656803,2022,8.31,.060,R,370,48.6,96.6,2145,-12,-13.9,19.8,1.2,9.5,88.4,2031,1,-29.3,6.5,2.1,,,,,,,,,,,,,,,1.1,96.3,2220,-16.7,-14.4,22.8,1.5,,,,,,,,40.8,90.7,1543,-11.1,-28.4,12.3,1.4,,,,,,,,
Ortiz, Luis,656814,2022,1.04,-0.041,R,118,27.1,95.1,2085,-10.1,-16.9,16.9,1.3,30.5,86.6,2422,3.6,-34.1,5,1.5,10.2,86,1660,-17.1,-33.4,17.6,1.4,10.2,79.3,2677,11.8,-53.9,15.7,1.5,22,93.9,2053,-17,-25.2,18.2,1.3,,,,,,,,,,,,,,,,,,,,,,
Overton, Connor,656818,2022,2.73,-0.047,R,469,26.4,91.1,2217,-10.4,-17.9,18.6,1.2,19.8,81.9,2438,1.8,-40.4,2.7,1.3,18.6,84.9,1712,-15.8,-31.5,17.3,1.2,1.5,78.8,1947,7.7,-56.7,14.5,1.4,21.7,90.7,2118,-17.2,-23.6,19.9,1.1,0.9,89.2,2241,-3.1,-20.7,13.8,1.5,,,,,,,,,,,,,,,
Peterson, David,656849,2022,3.83,.005,L,1888,37.9,93.7,2083,9,-17.5,16.6,1.5,29.1,84.4,2325,-3.9,-37.7,5.2,1.8,16.3,85.8,1633,16.2,-31.2,17.4,1.6,5,78.5,2304,-7.3,-52.5,11.1,2,11.7,93.2,2093,16.7,-22.2,19.4,1.7,,,,,,,,,,,,,,,,,,,,,,
Rasmussen, Drew,656876,2022,2.84,-0.016,R,2239,35.4,95.5,2396,-2.3,-13.5,17,1,0.5,85.4,2514,1,-43.1,5.7,1.4,,,,,,,,4.4,79.6,2692,4,-59.5,16.4,1.3,3.8,94.9,2403,-12,-14.2,20.4,1,32.8,90.3,2612,1.4,-29.3,5.3,2,,,,,,,,,,,,,,,
Reid-Foley, Sean,656887,2022,5.40,.025,R,196,45.4,95.8,2259,-8.1,-12.6,19.2,1.2,34.2,86.1,2224,4.7,-37.9,5.3,1.6,18.9,87.5,1338,-9.2,-32.7,10.3,1.6,,,,,,,,1.5,95.4,2279,-16.5,-12.8,23.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Scott, Tanner,656945,2022,4.31,.013,L,1273,37.9,96.9,2560,5.3,-12.6,17.5,1.4,62.1,89.2,2735,-5.2,-35.1,5.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield, Justus,656954,2022,3.86,-0.086,L,179,11.7,91.6,1971,5.7,-18.1,15.5,1.3,35.2,81.6,2480,-12.3,-41.8,12.9,1.6,17.9,87,1755,12.7,-32.8,13.2,1.4,,,,,,,,35.2,91.7,1978,14.9,-24.2,17.2,1.2,,,,,,,,,,,,,,,,,,,,,,
Smeltzer, Devin,656970,2022,3.71,.002,L,1129,39.1,89.5,2278,11,-18.1,19.7,1.4,6.6,77.1,2539,-15.7,-44.9,16,1.5,25.7,82.2,1599,13.6,-37.5,14,1.4,18.1,75.2,2554,-11.6,-59,15.7,1.6,0.9,88.6,2155,14.5,-24,18.3,1.5,9.7,84.8,2160,-2.3,-29.3,9.3,1.3,,,,,,,,,,,,,,,
Sousa, Bennett,656986,2022,8.41,.047,L,365,42.5,94,2055,6.8,-15.2,17.3,1.4,57.5,87.3,2141,-1,-32.5,4.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steele, Justin,657006,2022,3.18,.007,L,2032,56.4,92.2,2490,-1.6,-19.4,12.9,1.4,31.1,82,2687,-14,-43.3,14.5,1.7,2.1,87.8,1697,10.8,-24.2,15.9,1.6,2.6,78.4,2539,-11.9,-53,14.7,1.8,7.8,91.7,2430,9.2,-20.3,15.7,1.3,,,,,,,,,,,,,,,,,,,,,,
Swanson, Erik,657024,2022,1.68,.001,R,879,54.8,93.6,2291,-10,-12.5,21.4,1.3,19.8,84.9,2311,5.9,-31.5,10,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,83.5,1147,-12,-34.2,13.4,1.1,,,,,,,,
Thompson, Ryan,657044,2022,3.80,.004,R,679,10.5,91.6,2152,-13.5,-26.8,15,1.4,39.3,79.5,2147,13.7,-34.4,17,1.7,1.5,81.1,745,-5.1,-43.8,6.2,1.5,,,,,,,,47.7,90,1987,-15.8,-41.7,17.7,1.4,1,87.2,2146,-2.3,-29.3,7.5,1.5,,,,,,,,,,,,,,,
Toussaint, Touki,657053,2022,4.62,-0.028,R,431,7.2,93.1,2243,-8.3,-17.5,16.3,1.4,,,,,,,,,,,,,,,32.9,75.6,2410,13.4,-59.9,17.7,1.4,39.7,91.9,2206,-15.5,-25.7,17.3,1.4,,,,,,,,20.2,86.6,1568,-10.5,-33.6,11,1.6,,,,,,,,
Watkins, Spenser,657093,2022,4.70,-0.004,R,1642,38.4,91.4,2259,-1.2,-16.1,16.8,1.2,0.1,78.3,2642,11.5,-44.5,11.5,1.4,4.4,86,1649,-10.8,-26.5,15,1.4,9.7,76.8,2571,5.7,-60.6,15.2,1.4,1.6,90.9,2104,-14,-19.6,19.7,1.4,28.1,87.1,2455,6,-28.5,9.8,1.3,,,,,,,,,,,,,,,
Wright, Kyle,657140,2022,3.19,-0.012,R,2697,19.4,95.1,2385,-11.4,-17.7,17,1.3,7.2,90.1,2394,-1,-25.6,8.2,1.5,15.5,88.1,1699,-15.9,-35,16.1,1.4,34.1,84.7,2723,9,-46.6,12.7,1.5,23.9,94.4,2260,-16.6,-25.9,17.5,1.5,,,,,,,,,,,,,,,,,,,,,,
Merryweather, Julian,657240,2022,6.75,.046,R,417,51.6,97.3,2286,-6.5,-12.2,18.2,1.3,34.1,87.7,2353,1.7,-36.4,2.9,1.4,9.6,81.6,1338,-11.4,-31.7,15.1,1.4,4.8,80.3,2308,11.4,-57.4,18.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto Jr., Glenn,657248,2022,4.64,-0.011,R,2229,23.2,92.1,2264,-4.2,-17.1,16,1.4,,,,,,,,7.5,88.1,1681,-14.3,-26,17.2,1.1,15,81.2,2461,6.6,-52.3,12.7,1.4,26.8,92.2,2235,-13.8,-22.4,17.2,1.4,,,,,,,,,,,,,,,,,,,,,,
Strzelecki, Peter,657265,2022,2.83,.000,R,605,53.2,93.5,2416,-11.5,-17.6,18.1,1.2,33.2,82.9,2974,15.6,-37.1,16.2,1.5,13.6,83.3,1746,-16.4,-40.5,16.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uelmen, Erich,657272,2022,4.67,.025,R,463,31.5,93.7,2149,-9.4,-19.8,15,1.4,29.2,83,2419,11.6,-33.2,14.4,1.6,8.9,87.2,1963,-13.8,-37,14,1.7,,,,,,,,30.5,93.3,2010,-15.1,-30.9,15.2,1.3,,,,,,,,,,,,,,,,,,,,,,
Webb, Logan,657277,2022,2.90,-0.007,R,3006,3.2,92.4,2069,-9.3,-22.4,13.5,1.3,32.7,82.5,2628,10.2,-39.4,10.5,1.2,31.2,86.4,1493,-7.1,-42,9.3,1.3,,,,,,,,32.9,91.8,1881,-14.8,-34.8,15.2,1.2,,,,,,,,,,,,,,,,,,,,,,
Schmidt, Clarke,657376,2022,3.12,.000,R,928,16.2,94.7,2522,-4.9,-16.6,14.9,1.2,,,,,,,,4.8,89.6,2128,-7.9,-30.9,8.9,1.4,18.1,83.5,2913,15,-48.8,17.7,1.5,22.8,94.9,2407,-14.3,-23.4,16.2,1.2,,,,,,,,,,,,,,,,,,,,,,
Gage, Matt,657424,2022,1.38,-0.049,L,187,51.3,92.8,2135,0.5,-15.5,16.4,1.3,5.3,79.9,2126,-6.6,-41.6,7.4,1.4,0.5,88.5,1543,8.2,-26.3,11.7,,,,,,,,,,,,,,,,42.8,86.7,2200,-5.1,-33.2,6.4,1.9,,,,,,,,,,,,,,,
Baumann, Mike,657508,2022,4.72,.048,R,580,47.9,95.8,2196,-5.5,-11.8,19.2,1.2,28.8,91.5,2316,2.1,-25.5,8,1.9,4.5,88.7,1894,-16.1,-25.3,18.9,1.3,18.6,84,2215,4.5,-52.9,14.6,1.8,0.2,95.6,2142,-14.6,-16.5,20,,,,,,,,,,,,,,,,,,,,,,,
Bernardino, Brennan,657514,2022,3.86,.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferguson, Caleb,657571,2022,1.82,-0.008,L,580,66.9,94.8,2319,6.2,-14.5,17.1,1,,,,,,,,,,,,,,,33.1,78.3,3084,-13.8,-58.9,19.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett, Reed,657585,2022,6.75,.030,R,196,49.5,96,2280,-7.5,-13.6,17.9,1.4,,,,,,,,,,,,,,,,,,,,,,20.4,95.3,2187,-14.2,-17.7,19,1.3,21.9,88.8,2363,4.5,-32.6,5.6,1.5,8.2,87.5,1434,-11.2,-30.4,12.4,1.4,,,,,,,,
Hill, Tim,657612,2022,3.56,.015,L,745,29.1,91.5,2211,17.4,-28.3,18.2,1.2,9.1,82.4,2008,1.6,-36.5,5.2,1.6,,,,,,,,,,,,,,,55,89.5,2071,15.9,-38.5,16.5,1.4,6.7,88.9,1963,8,-29.2,10.1,1.2,,,,,,,,,,,,,,,
Koenig, Jared,657649,2022,5.72,-0.011,L,653,10.9,89.4,2152,4.2,-21.1,14,1.7,,,,,,,,13,82.8,1605,13.2,-32.6,15.2,1.6,22.1,77.6,2210,-10,-54,13.1,1.5,38.7,89.2,2140,11.9,-23.2,16.6,1.7,15.3,82.9,2124,-4.2,-35.5,6.9,1.6,,,,,,,,,,,,,,,
Ryan, Joe,657746,2022,3.55,-0.004,R,2391,60.1,92,2194,-10.7,-17.5,18.4,1.5,17.8,82.2,2136,3.1,-37.5,5.1,2.1,12.1,84.6,2087,-17.5,-29.1,20,2,7.2,74.9,2371,10.6,-56.4,13.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seabold, Connor,657756,2022,11.29,.121,R,370,53.2,92.1,2113,-11.7,-16.7,19.7,1.2,22.2,85.6,2388,2.1,-32,6.1,1.4,20.5,80.4,2009,-15.6,-40.6,15.9,1.1,4.1,78.7,2575,6.6,-50.7,9.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout, Eric,657770,2022,5.64,.055,L,450,34.9,92.1,2256,9.3,-17.3,17.9,1.1,,,,,,,,12.2,87.4,1498,15.9,-32.8,16.3,1.2,5.6,77.8,2445,-13.8,-58.2,18.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medina, Adonis,658431,2022,6.08,.019,R,414,17.6,93.1,2353,-5.4,-20,13,1.3,28,86.4,2412,5,-34.1,6.4,2,16.7,87.1,1756,-15.9,-35.8,16.1,1.3,7.5,80.4,2452,15,-40.3,15.7,1.6,30.2,93.5,2287,-15.6,-25.2,17.1,1.1,,,,,,,,,,,,,,,,,,,,,,
Fernandez, Junior,658551,2022,2.41,.034,R,333,12.6,98.8,2194,-9.5,-12.5,18.4,1.3,35.1,88.9,2120,-0.5,-27.3,8.6,1.3,10.2,90.9,1864,-14.1,-26.6,15.8,1.3,,,,,,,,42,98.7,2059,-15.1,-16.5,19.1,1.1,,,,,,,,,,,,,,,,,,,,,,
Avila, Pedro,658648,2022,4.50,-0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espinoza, Anderson,659262,2022,5.40,-0.002,R,375,77.1,93.8,1904,-9.2,-16.9,17,1.4,21.6,80.7,2148,6,-46.4,8.3,2,1.3,84,2076,-16.2,-30.6,18.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamet, Dinelson,659275,2022,6.12,.016,R,583,45.6,95.4,2404,-6.1,-15.4,15.9,1.3,54,86.3,2410,0.3,-32.7,6.3,1.4,,,,,,,,,,,,,,,0.3,95.8,2280,-19,-15,24.3,1.4,,,,,,,,,,,,,,,,,,,,,,
Ohtani, Shohei,660271,2022,2.33,-0.001,R,2628,27.3,97.3,2217,-3.5,-14.5,15,1.9,2.4,85.2,2498,7,-43.5,9.3,2.3,,,,,,,,8.4,77.7,2483,11.2,-59.5,17.6,3.4,3.7,97.2,1973,-16.2,-22.4,17.7,1.9,8.9,90.7,2378,3.6,-27.4,7.4,2.5,11.9,89.3,1274,-5.5,-31.9,6.8,2,,,,,,,,
Reyes, Denyi,660593,2022,2.35,.045,R,117,43.6,92.8,2122,-7.1,-15.6,17.8,1.2,31.6,79.8,2156,9.9,-40.4,10.5,1.3,15.4,85.5,1360,-13.5,-31.6,14.8,1.3,9.4,75.3,2254,9,-54.2,10.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paredes, Enoli,660600,2022,3.00,.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ynoa, Huascar,660623,2022,13.50,.039,R,147,52.4,96.4,2007,-9.1,-13.5,18.6,1.2,36.1,85.1,2449,1.8,-42.3,5.2,1.4,10.9,88.7,1751,-16.6,-27,18.5,1.3,,,,,,,,0.7,96.4,2014,-15.3,-13.8,21.9,,,,,,,,,,,,,,,,,,,,,,,
Castillo, Diego,660636,2022,36.00,.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez, Elvin,660730,2022,10.62,.047,R,534,52.6,93.1,2414,-8.9,-13.4,20.6,1.2,22.8,82.9,2422,2.9,-39.9,3.8,1.5,12.9,86.6,2096,-14.9,-25.5,18.8,1.4,10.3,78.5,2527,8.9,-50.9,12.2,2,1.3,93.1,2363,-15.5,-16.8,21.7,1.5,,,,,,,,,,,,,,,,,,,,,,
Suarez, Jose,660761,2022,3.96,.009,L,1783,34.1,92.7,2214,9.5,-16.3,18.4,1.3,20.1,81.7,2584,-9.1,-36.4,10.7,2.6,24.4,82.4,1553,12.7,-35.4,14.4,1.4,13,78,2688,-10.5,-51.8,12.7,1.7,8.5,91.7,2031,15.1,-22.6,18.3,1.4,,,,,,,,,,,,,,,,,,,,,,
De Los Santos, Yerry,660787,2022,4.91,-0.019,R,449,1.1,95,2226,-11,-15.9,18.1,1.5,39.9,83.9,2185,5.2,-38.7,5.9,1.3,,,,,,,,,,,,,,,59,95.3,2197,-16.3,-21.8,18.4,1.2,,,,,,,,,,,,,,,,,,,,,,
Graterol, Brusdar,660813,2022,3.26,.008,R,675,10.7,99.4,2106,-8.3,-14.4,15.7,1.2,19.1,90.5,2533,5.3,-32.1,6.5,2.3,,,,,,,,,,,,,,,42.7,99.7,2048,-16.5,-19.8,18.3,1.1,27.6,95.6,2321,0.2,-22.3,7.9,1.5,,,,,,,,,,,,,,,
Bazardo, Eduard,660825,2022,2.76,-0.042,R,236,31.8,94,2069,-7.6,-15.4,17.6,1.3,44.5,82.1,2577,14.5,-41.1,14.7,1.6,,,,,,,,,,,,,,,14.4,93.9,2099,-16.8,-21.5,19.5,1.4,,,,,,,,9.3,89.6,1532,-9.9,-29.7,11.2,1.4,,,,,,,,
De Los Santos, Enyel,660853,2022,3.04,-0.028,R,845,60.5,95.3,2251,-11.8,-16,18.6,1.3,28.4,83.1,2143,2.7,-39.1,3.3,1.4,11.1,87.3,1861,-15.4,-26.3,18.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcala, Jorge,660896,2022,0.00,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perez, Francisco,660906,2022,7.27,.024,L,205,62.9,93.2,2066,6.9,-13.9,19,1.4,34.1,83.2,2430,-4.7,-39.1,5.8,2,2,84.6,1529,10.1,-24.5,17.3,1.5,1,76.2,2654,-5.6,-62.1,15.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopez, Yoan,661255,2022,5.73,.077,R,195,45.6,95.9,2156,-5,-15.3,15.5,1.5,48.2,86.2,2439,5.2,-39.6,6.4,1.6,6.2,89.1,1009,-8.7,-23.3,14.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gutierrez, Vladimir,661269,2022,7.61,.054,R,684,49.7,92.8,2140,-12,-17.7,18.7,1.6,21.9,82.2,2490,12.8,-40.6,13.3,1.7,15.4,82.9,1737,-13.1,-29.9,16.6,1.6,13,78.4,2555,15.1,-52.2,17,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinez, Adrian,661309,2022,6.24,.018,R,1015,,,,,,,,22.1,82,1936,2.9,-40.1,4.1,1.5,27.6,84,2289,-14.2,-42.3,14.9,1.4,,,,,,,,50.3,93.8,2157,-17.3,-22.8,19.4,1.2,,,,,,,,,,,,,,,,,,,,,,
Ortega, Oliver,661383,2022,3.71,-0.013,R,567,56.8,95.9,2294,-2.4,-15.1,15.1,1.2,,,,,,,,,,,,,,,39.3,82.3,2325,6.3,-48.5,10.7,1.3,2.5,96.5,2271,-12.2,-18.3,16.6,1.4,1.4,94,2331,4.2,-18,14,1.4,,,,,,,,,,,,,,,
Duran, Jhoan,661395,2022,1.86,.020,R,1023,49.7,100.8,2171,-11.7,-12.9,18.4,1.4,3,89.7,2320,1,-31.3,4.3,1.7,,,,,,,,31.4,87.8,2660,3,-42.2,7.8,1.8,,,,,,,,,,,,,,,15.9,96.4,1658,-12.9,-26.2,13.5,1.8,,,,,,,,
Clase, Emmanuel,661403,2022,1.36,-0.030,R,921,2.2,99.9,2565,-4.3,-13.9,14.1,1.3,38.1,91.9,2653,7.1,-32.4,7.9,1.5,,,,,,,,,,,,,,,,,,,,,,59.7,99.5,2653,3.2,-16.5,11.7,1.1,,,,,,,,,,,,,,,
Llovera, Mauricio,661440,2022,4.41,.042,R,306,1.6,95.6,2139,-11.3,-16.9,17.4,1.4,55.6,83.7,2396,14,-38.3,14.3,1.3,,,,,,,,,,,,,,,42.8,95.4,2110,-16.2,-22.4,18,1.1,,,,,,,,,,,,,,,,,,,,,,
Martinez, Seth,661527,2022,2.09,-0.011,R,592,33.8,91.9,2192,-10.3,-19.1,17,1.2,,,,,,,,12.5,86.5,1719,-15.2,-37.2,15.4,1.3,,,,,,,,19.3,90.9,2141,-14.9,-30.1,15.3,1.1,4.2,86.1,2436,3.1,-29.2,8.3,1.4,,,,,,,,,,,,,,,
Gil, Luis,661563,2022,9.00,.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munoz, Andres,662253,2022,2.49,.026,R,1024,35.3,100.2,2291,-12.1,-13.9,18.2,1.3,64.6,88.6,2226,4.3,-29.7,7.4,2.8,,,,,,,,,,,,,,,0.1,102.2,2084,-13.2,-19.8,14.7,,,,,,,,,,,,,,,,,,,,,,,
Suarez, Robert,663158,2022,2.27,-0.021,R,801,43.6,97.9,2304,-7.3,-11.6,18.6,1.8,,,,,,,,21,89.3,1763,-16.2,-26.7,18.2,1.9,4.5,80.6,2153,5.9,-50.2,10.5,2,22.2,97,2249,-14,-14.7,20.3,1.7,8.7,93.6,2206,0.8,-20.6,11.1,2.7,,,,,,,,,,,,,,,
Feltner, Ryan,663372,2022,5.83,.006,R,1675,35.3,94.5,2346,-6.6,-17,15,1.4,26.6,84.6,2489,5.3,-36,6.6,2,6.2,83.8,1595,-5.3,-33,8.3,1.7,9.6,77.9,2548,8.2,-54.5,12.8,1.7,20.2,93.5,2305,-12.1,-25.7,13.3,1.2,,,,,,,,,,,,,,,,,,,,,,
Szapucki, Thomas,663378,2022,7.20,.060,L,291,60.8,95.2,2148,8.6,-15,17.6,1.6,,,,,,,,4.5,87,2015,15.4,-30.1,16.6,1.3,34.7,80,2635,-6.1,-56.8,15.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith, Chad,663385,2022,7.50,.060,R,337,,,,,,,,31.8,85.2,2265,2.3,-36,3.6,1.4,2.1,90.3,1576,-11.2,-28.3,12.4,1.6,,,,,,,,66.2,95.6,2265,-15.4,-23.1,16.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Thornton, Trent,663423,2022,4.11,-0.030,R,664,41.7,93.8,2431,-2.5,-13.1,18.4,1.5,0.8,85.1,2705,6.4,-30.4,10.1,1.6,,,,,,,,15.2,79.7,3028,8.4,-59.4,18.1,1.6,4.4,92.9,2263,-11.1,-19.7,16.4,1.5,,,,,,,,,,,,,,,,,,,,,,
Rainey, Tanner,663432,2022,3.30,.006,R,521,70.4,97,2429,-8.7,-11,20.4,1.5,29,88.4,2383,3.6,-33.5,4.8,1.7,0.6,89.1,1119,-10.1,-23.1,15.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin, Davis,663436,2022,4.83,-0.009,R,1042,46.3,94,2356,-6.3,-14.6,17.6,1.7,32.3,84.3,2697,7.1,-38.2,7.6,1.6,10.8,85.9,2192,-14.9,-28,17.6,1.8,10.6,79.7,2627,8.1,-54.6,14.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilkington, Konnor,663455,2022,3.88,-0.007,L,1039,63.3,92.1,2220,9.4,-16,18.9,1.5,7.9,81.9,2234,-1.9,-41.1,3.6,1.6,21.5,84.4,1742,14.3,-30.1,16.7,1.8,7.2,77,2177,-6.3,-57.3,12.8,1.9,0.1,93.3,2222,16.1,-12.5,25.2,,,,,,,,,,,,,,,,,,,,,,,
Bubic, Kris,663460,2022,5.58,.020,L,2262,50.5,91.9,2134,7.7,-15.9,18.3,1.6,,,,,,,,27.8,80.7,1690,14.3,-33.2,17,1.2,21.7,79.4,2609,-7.6,-56.4,15.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allard, Kolby,663465,2022,7.29,-0.006,L,299,53.2,91.1,2108,7.3,-14.7,19.9,1,,,,,,,,19.4,82.8,1646,13.2,-28.5,17.6,1.5,5.4,74.2,1858,-6.3,-61.8,13.6,1.4,,,,,,,,22.1,84.9,2139,-3.7,-32.7,6.7,1.6,,,,,,,,,,,,,,,
McKenzie, Triston,663474,2022,2.96,-0.021,R,2807,55.9,92.5,2313,-3,-11.6,20.8,1.5,22.1,87.3,2196,5.3,-25.6,11.6,1.6,,,,,,,,21.9,79.4,2198,7.9,-51.3,11.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sands, Cole,663485,2022,5.87,.050,R,603,48.8,91.6,2222,-8.7,-20,15.3,1.3,,,,,,,,2.3,85.5,2057,-16.6,-31.1,17.9,1.3,22.9,78.6,2812,18.1,-48.8,18.8,1.2,1.5,90.4,2237,-14.4,-28.8,15.5,1.4,7.5,84.3,2375,2.9,-35,4.8,1.5,17.1,84.8,1285,-12.4,-39.1,13.2,1.3,,,,,,,,
Allen, Logan,663531,2022,5.87,.069,L,164,30.5,91.8,1981,10.3,-17.2,18.6,1.4,43.9,81,2403,-12.7,-41,13,1.4,11.6,84.8,1431,13.3,-30.8,15.5,1.8,1.8,74.9,2614,-13.5,-63.4,19.6,1.5,4.9,89.4,1717,13.7,-25.4,16.4,1.3,7.3,85.6,2201,-3.4,-31.2,7,1.3,,,,,,,,,,,,,,,
Hjelle, Sean,663546,2022,5.76,.044,R,474,0.8,91.7,1841,-9.9,-21,15.6,1.6,,,,,,,,6.5,88.4,1765,-13.2,-30.5,14.2,1.4,38.4,85.7,1879,1.4,-36.5,3.3,1.6,54.2,93.8,1979,-16.5,-26.2,17.3,1.4,,,,,,,,,,,,,,,,,,,,,,
Mize, Casey,663554,2022,5.40,.018,R,169,49.1,93.4,1951,-8.8,-16.3,17.7,1.4,24.9,85.5,2135,3.3,-36.2,3.9,1.2,,,,,,,,10.7,81.8,1935,8,-51.1,13,1.5,1.8,93.1,1890,-16.5,-22.6,18.8,1.5,,,,,,,,13.6,84.5,854,-10.6,-38.2,11.2,1.4,,,,,,,,
McClanahan, Shane,663556,2022,2.54,-0.013,L,2463,35.7,96.7,2233,10.8,-11.7,20.8,1.6,15.5,89.3,2350,-3.6,-30.6,6.1,2,25.4,87.7,1732,16,-25.4,19.4,1.4,23.4,82,2628,-7.6,-52.1,13.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moran, Jovani,663558,2022,2.21,.004,L,672,51,93.4,2225,2.9,-13.4,18.3,1.3,3.4,81.2,2600,-8,-43.2,9.7,1.4,45.5,83.3,1809,13.7,-31.4,16.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falter, Bailey,663559,2022,3.86,.001,L,1295,31.2,91.4,2056,1.2,-13.8,19.2,1.1,14.8,83.5,1967,-4.4,-35.5,6.3,1.7,4,83.1,1567,8.3,-24.9,17.2,1.9,16.9,76.6,2125,-7.6,-53.4,10.3,1.4,33.1,91,1783,7.9,-15.8,19,1.1,,,,,,,,,,,,,,,,,,,,,,
Santillan, Tony,663574,2022,5.49,.046,R,408,49.5,96.2,2206,-11.1,-15.7,17.9,1.3,50.5,86.5,2292,10.2,-38,11.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small, Ethan,663629,2022,7.11,.046,L,132,53,91,2199,2.6,-14.5,18.9,1.6,3.8,79.5,2066,-3.4,-43.6,4.3,1.4,43.2,78.7,1454,11.5,-32.6,16.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKenna, Ryan,663630,2022,13.50,.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
